Children,Age,Income,MonthlyCharge,Bandwidth_GB_Year,Tenure
-1.0710563740229833,0.7137139794813628,-0.398974317795049,-0.006431570267650552,-1.1351962436898053,-1.0491711691179957
-0.47947629840029976,-1.2703686366667584,-0.6425280322166744,1.6295706132908772,-1.182594412440298,-1.26237640484467
1.2952639284677507,-0.15734668126659282,-1.072123536906978,-0.2980228380920937,-0.6087430175586366,-0.7104437377215717
-0.47947629840029976,-0.2541311991274768,-0.7412513182397982,-1.2303070656905941,-0.5584524835465319,-0.6600396505446495
-1.0710563740229833,1.4395978634379927,0.009914280086400808,-0.5311307578835858,-1.4249508986388488,-1.2429309812036113
0.7036838528450673,1.4395978634379927,-0.6085932123669607,0.2861909726540384,-1.073485924880006,-1.041401910900272
-1.0710563740229833,1.2460288277162246,-1.0061338570315517,0.6384620690229378,-0.6762398530880918,-0.8056259539297832
0.11210377722238377,-1.1251918598754325,-0.46298991554279767,-1.3470079293100394,-1.1008323776728737,-1.144878475184169
0.11210377722238377,-0.2057389401970348,0.6691369500392361,-1.2883143724575061,-0.9482924399738699,-0.9952851092148056
-0.47947629840029976,1.5847746402293186,0.37067654579473114,-0.23892306091337356,-1.3163481255631786,-1.1767210347965291
3.070004155335801,-1.4639376723885262,-0.6114168814772589,0.05191027088553288,-0.3002136026645959,-0.5776121286013726
0.11210377722238377,0.1330068723160591,-0.7619621320122006,-0.5308095815602645,-1.0088421262046727,-0.9082721157869598
-1.0710563740229833,1.4395978634379927,1.558382098930045,-0.822750606833992,-1.0016105435244969,-0.8141438881406908
1.8868440040904344,-1.1735841188058744,2.675187274187545,0.2853476196256241,-0.6572667683075757,-0.6679044086494823
-0.47947629840029976,-1.1251918598754325,0.8688289605905533,-0.2976032597029576,-0.8249740905700147,-0.9257328099082385
0.7036838528450673,-0.6896615295014547,1.7498364544278844,0.11468248962548629,-0.707011510464566,-0.7816830705368933
-1.0710563740229833,0.47175268482915295,-0.2889645244363346,0.5183507031010837,-0.6015706918901594,-0.7093848448015327
0.11210377722238377,0.326575908037827,0.15442291675987957,0.6982433638496199,-1.1454662858754179,-1.2190213546217892
0.7036838528450673,0.374968166968269,-0.018927990366651822,-0.4718605196991228,-0.7101778928783097,-0.6591802365579468
0.7036838528450673,-1.4639376723885262,-0.7210231920549296,-0.5312158018864511,-0.6548013595142849,-0.8219075970343144
1.2952639284677507,-0.7380537884318966,-0.006068042256391716,0.28550945500607633,-0.48259041281925974,-0.5327447637706657
