Population,Children,Age,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Tenure,MonthlyCharge,Bandwidth_GB_Year
-0.7635236912385928,-1.0695399173281113,0.7184810077827611,-0.3509977087842615,-0.6770414314777973,-0.6569125178603483,-1.0097082897185923,1.0796905978532512,-1.0485925399924991,-0.0087307858487112,-1.135703594033768
0.6406430776133758,-0.47875268704498297,-1.2665769530011894,-0.6570456017926245,0.6063155620394157,0.007417877954502665,-1.0097082897185923,1.0796905978532512,-1.2614034692464824,1.6204722355128875,-1.1830550785124672
-0.2647530778214398,1.2936090038044021,-0.15300785304921719,-1.1968723064214322,0.27992653472024787,-0.9890777157677738,-1.0097082897185923,1.0796905978532512,-0.7104915585902435,-0.2991102115710649,-0.6097688918486356
1.101638259124442,-0.47875268704498297,-0.2498399486972148,-0.7811005920849683,1.715041623194951,1.0039134716767792,1.0245163406988054,-0.6412321741429338,-0.6601806898455809,-1.2275199017509824,-0.5595278909096508
0.762873582280928,-1.0695399173281113,1.444721725142743,0.16280884166779877,-0.6187179616238974,1.3360786695842046,1.0245163406988054,1.0796905978532512,-1.241994008401458,-0.5312493438071495,-1.4251728585252954
1.6194315007514457,0.7028217735212738,1.444721725142743,-0.6144033446655409,-0.5243564707225391,1.0039134716767792,2.041628655907504,1.0796905978532512,-1.0408376504125474,0.28267562903122007,-1.0740540560805238
-0.4266477859903831,-1.0695399173281113,1.2510575338467478,-1.1139501365250268,0.42821527013292926,-0.6569125178603483,-1.0097082897185923,1.0796905978532512,-0.805497742705209,0.6334827002627615,-0.6771992471595899
2.3537589145544113,0.11203454323814542,-1.1213288095291931,-0.4314392608948287,-0.7414344615223019,1.3360786695842046,-1.0097082897185923,-0.6412321741429338,-1.144122842852644,-1.3437357610664946,-1.1013735743046427
1.9556328447156182,-0.47875268704498297,1.5899698686147394,0.6161401799278333,-0.42542321176613623,2.000409065399056,0.007404025490106538,-0.6412321741429338,-1.1759065121318495,-0.24025605079486473,-1.3166770524804086
-0.6937740544691396,3.065970694653787,-1.4602411442971845,-0.6179515475078247,-0.20681131830069932,-0.9890777157677738,-1.0097082897185923,2.800613369849436,-0.5779056111822231,0.049368588854943954,-0.30154335939227084
-0.6936391422123321,-1.0695399173281113,1.444721725142743,2.1086026657273114,-0.5750999680351084,-0.9890777157677738,-1.0097082897185923,-0.6412321741429338,-0.8139999236604245,-0.8216572318734052,-1.0022494675410019
0.33290821983557606,-0.47875268704498297,-1.1213288095291931,1.2421150179931753,0.637927616130334,-0.6569125178603483,2.041628655907504,-0.6412321741429338,-0.9253824704110378,-0.29869237693358797,-0.8257869905943653
-0.4862790034992773,0.7028217735212738,-0.6855843791132039,2.349182868934367,0.2956787631360507,0.33958307586192815,0.007404025490106538,-0.6412321741429338,-0.7815991398097681,0.11187992866639514,-0.7079405963521326
0.2093285925999493,0.11203454323814542,0.33115262519077077,0.34439738315424434,-0.03796174172265186,1.3360786695842046,2.041628655907504,-0.6412321741429338,-1.2181286008112038,0.6930155463257722,-1.1459635208614805
0.5080243291716497,0.7028217735212738,0.37956867301476954,0.12656584647186775,-0.12641983543800508,-0.32474731995292283,0.007404025490106538,-0.6412321741429338,-0.6593228652780897,-0.4722254304545948,-0.7111038600745617
-0.3400341171199984,0.7028217735212738,-1.4602411442971845,-0.7556820702895289,0.33844561256298483,-0.6569125178603483,0.007404025490106538,-0.6412321741429338,-0.8217492741793185,-0.5313340343704075,-0.6557818691792169
1.1794826313023423,0.7028217735212738,-1.1213288095291931,0.4145428986146678,-1.0197187664561276,2.000409065399056,0.007404025490106538,-0.6412321741429338,-1.213876757642044,-1.0524990987629177,-1.2776531733775833
